lat,lon,day,sst,ssh,sss,wind,temp_50m,temp_100m,temp_200m,temp_500m
24.348901213899083,63.05692150685638,7,27.90624636418739,0.02031229546211393,34.913036439487435,6.608145592640556,20.369863287947297,17.250822730298,13.441132848464342,11.06813585460752
15.971960993801307,74.315042721092,76,28.510032555004347,0.17185409951487723,34.865693737770236,5.923772597183316,22.16289871053251,18.587522565222283,15.35497516954913,11.985295236177656
26.464947997784563,84.77185276581494,40,27.0152114601159,-0.041214567142880375,34.642650151721796,5.394044621259829,19.473443075052398,15.850183013028822,13.400749346521241,10.68060471100347
22.434200726484097,102.33739542281819,13,27.41452912945097,0.0015678016590831207,34.394627761365356,6.894304201083652,20.577683907618344,16.62317970042367,13.47194496448789,10.461754912819224
7.354433697191238,62.186773612923304,73,29.05163752615189,-0.018878485084937943,34.87606425956363,5.264323067446915,20.79005041154075,17.307502028500984,13.90744373273938,10.602851595661924
29.3905587909189,100.48850575872163,66,27.54019312167163,0.04351644598481481,34.43370708078678,6.939345940659702,20.344358907247162,17.397278238781503,14.100747249172036,10.5342933644679
24.028492549758823,46.49156948317538,4,27.940100013991206,0.022736875345745217,35.01299073110761,6.693682149877279,20.611946371842432,16.725343909490846,14.348006925997337,11.271726030242505
24.651607631923845,78.31188253960948,17,27.19886885083999,-0.01773068015224434,34.77145541048767,5.736791282583739,19.34491803408909,16.31711139707003,13.05874643946137,10.80150019601864
8.202840816888646,83.0385067008651,1,29.388139791056243,0.004177477370872804,34.62367374549569,5.856252669435277,21.290314247655317,18.04953527675994,13.79416528770481,11.053969068131638
16.25964844738918,51.353844225045194,24,28.602300553162767,-0.004173257047513744,34.91245012835274,6.395926231097275,20.5206137949841,16.968468695764848,14.103784805270314,10.898846209200784
14.26995060581453,53.42037582383476,8,28.534192292353826,0.046509989004613304,35.01479818288445,6.737726486204206,21.595029452267035,17.551638010422202,14.193025568088357,11.301519798520422
28.169124721215045,70.14685915897823,63,27.168927341817252,0.03675370749781252,34.88225284782636,6.396255723293354,20.389390389799996,16.667049093209446,13.931720412303173,10.444077299211632
21.096628002016615,102.9739147285909,47,28.031167361826647,-0.04313706992249224,34.31627659954778,4.903896052222888,20.22152017482172,16.64572660279775,13.269499250928883,11.042767844149438
25.56904033177075,80.76255319406238,88,27.76705098837235,0.042948755935749205,34.71886641050832,6.823997410329152,20.493581636140835,17.474407244340245,13.948602451903742,10.876154536695987
16.085354970683277,100.98139329601267,67,28.95343867640693,-0.011369571864659438,34.33668375427037,5.423153472954326,21.292228550187296,17.9885299656616,13.791830841430555,10.2664870949427
10.680968044619423,93.26165493677824,55,28.96373207554709,-0.18812442421328118,34.50212130413092,5.398058931343167,18.872341405606104,15.820958922661818,12.833834449338854,9.711329592154563
18.864619675395872,73.0428960933175,45,27.859877089319106,0.08729199515013389,34.92734728656148,5.219293628146008,21.103413835334365,17.84767046013155,14.769323285608674,10.76879927658281
6.595431402604383,92.08580695513125,4,29.094857355253474,-0.07758993130830608,34.516478498871166,6.683129648153602,20.303275125064154,17.236587980017653,13.177700156067196,10.789121437959688
25.69077929981455,46.070207038619266,6,27.815157532243294,0.008583022943745428,34.95623926726225,6.9091186390247215,20.666812874334973,16.823882608048862,13.24869507072543,10.78328862851311
20.79160997805162,51.5486398059441,55,27.387456205006067,-0.025571647498134266,34.977454356886774,5.835563215221172,19.23877873204728,15.945146909624066,13.530445495142066,10.428421018829043
23.952193502134346,94.76571689296418,0,26.978301511511987,0.033806416558144196,34.53061034256751,7.081034102671194,19.859795740069295,16.45811182382448,14.023872428962125,10.929639847710945
13.863149203246708,92.8090252995097,3,28.707090568672843,-0.04349342551384249,34.544979477359625,6.845366420132371,20.359624929608856,17.10465960329851,13.82289976293733,11.069575131397357
29.267450609872583,58.958444517986024,19,26.92866709904226,-0.04334320992939086,34.93982690524151,5.690790977643259,19.582234994749758,16.54934908706837,13.014633046222809,10.335763400574665
27.32802803305494,76.84617543594321,79,27.58421934675142,0.05120533840713649,34.76174625683276,7.213435265615384,19.976963807237905,17.0969055639222,13.901804118488936,10.326829896054829
24.459587426844045,81.36094924200066,41,27.07757590753016,-0.043604677156279366,34.66247806290288,5.197045879043748,19.766211392340395,16.08807928682357,12.881987765440794,10.4645808161413
9.86596769629919,97.06433722656067,63,29.443255662373954,-0.08235515813417665,34.40432836399499,4.799088855956199,20.68486164227049,16.77181846761922,13.760510421231038,10.633160986981569
16.668025093175856,81.18642944032354,37,28.06773791052552,-0.03505212082594884,34.659122832009714,6.042415623995039,20.028085880822143,16.287468987688598,13.045980233040348,10.847311271488373
6.095094144680719,69.75429415642083,15,29.182604037900262,0.0843438728133859,34.81324549106518,6.66090503491692,22.391491649168,17.830036645023505,14.543558486443153,11.210972408565851
